framerate,frame,time (s),x (pixel),y (pixel,freq (Hz),theta (deg),u1 (Hz),u2 (rad),field (mT),volt multipler,correction factor,target x,target y,k,h,gamma,kP,KI,KD,kPa,KIa,KDa,v_ref (um/s),v_m (um/s),a_ref,a_m,static (V)
30.000,39.000,1.300,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,40.000,1.333,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,41.000,1.367,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,42.000,1.400,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,43.000,1.433,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,44.000,1.467,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,45.000,1.500,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,46.000,1.533,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,47.000,1.567,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,48.000,1.600,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,49.000,1.633,0.000,0.000,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,50.000,1.667,309.685,399.685,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,51.000,1.700,309.212,390.398,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,52.000,1.733,308.789,380.660,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,53.000,1.767,308.453,373.733,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,54.000,1.800,308.374,371.945,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,55.000,1.833,308.273,369.494,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,56.000,1.867,307.876,367.152,0.000,0.000,0.001,0.000,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
30.000,57.000,1.900,307.813,365.267,0.000,0.000,0.001,-3.664,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,4619.568,-3.664,-3.664,5.000
30.000,58.000,1.933,307.887,364.559,0.000,0.000,0.001,-3.664,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,4619.568,-3.664,-3.664,5.000
30.000,59.000,1.967,307.828,363.030,0.000,0.000,0.001,-3.664,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,4619.568,-3.664,-3.664,5.000
30.000,60.000,2.000,307.482,360.752,0.000,0.000,0.001,-3.664,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,4619.568,-3.664,-3.664,5.000
30.000,61.000,2.033,307.778,358.449,0.000,0.000,0.001,-3.664,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,4619.568,-3.664,-3.664,5.000
30.000,62.000,2.067,307.855,356.924,0.000,0.000,0.001,-3.664,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,4619.568,-3.664,-3.664,5.000
29.970,63.000,2.102,307.672,355.047,0.000,0.000,0.001,1.267,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,106.138,1.267,1.267,5.000
29.970,64.000,2.135,307.609,354.742,0.000,0.000,0.001,1.267,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,106.138,1.267,1.267,5.000
29.970,65.000,2.169,307.895,354.693,0.000,0.000,0.001,1.267,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,106.138,1.267,1.267,5.000
29.970,66.000,2.202,307.972,354.274,0.000,0.000,0.001,1.267,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,106.138,1.267,1.267,5.000
29.970,67.000,2.236,308.021,354.232,0.000,0.000,0.001,1.267,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,106.138,1.267,1.267,5.000
29.970,68.000,2.269,308.188,354.356,0.000,0.000,0.001,1.267,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,106.138,1.267,1.267,5.000
29.970,69.000,2.302,308.310,354.425,0.000,0.000,0.001,0.451,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,40.551,0.451,0.451,5.000
29.970,70.000,2.336,308.441,354.668,0.000,0.000,0.001,0.451,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,40.551,0.451,0.451,5.000
29.970,71.000,2.369,308.218,354.773,0.000,0.000,0.001,0.451,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,40.551,0.451,0.451,5.000
29.970,72.000,2.402,308.397,354.843,0.000,0.000,0.001,0.451,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,40.551,0.451,0.451,5.000
29.970,73.000,2.436,308.321,354.763,0.000,0.000,0.001,0.451,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,40.551,0.451,0.451,5.000
29.970,74.000,2.469,308.144,354.956,0.000,0.000,0.001,0.451,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,40.551,0.451,0.451,5.000
29.970,75.000,2.502,308.099,355.273,0.000,0.000,0.001,-0.040,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.853,-0.040,-0.040,5.000
29.970,76.000,2.536,308.116,355.293,0.000,0.000,0.001,-0.040,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.853,-0.040,-0.040,5.000
29.970,77.000,2.569,308.210,355.482,0.000,0.000,0.001,-0.040,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.853,-0.040,-0.040,5.000
29.970,78.000,2.603,308.156,355.337,0.000,0.000,0.001,-0.040,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.853,-0.040,-0.040,5.000
29.970,79.000,2.636,308.151,355.463,0.000,0.000,0.001,-0.040,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.853,-0.040,-0.040,5.000
29.970,80.000,2.669,308.193,355.623,0.000,0.000,0.001,-0.040,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.853,-0.040,-0.040,5.000
29.970,81.000,2.703,308.384,356.002,0.000,0.000,0.001,-0.080,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.915,-0.080,-0.080,5.000
29.970,82.000,2.736,308.214,355.327,0.000,0.000,0.001,-0.080,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.915,-0.080,-0.080,5.000
29.970,83.000,2.769,308.323,355.515,0.000,0.000,0.001,-0.080,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.915,-0.080,-0.080,5.000
29.970,84.000,2.803,308.672,355.861,0.000,0.000,0.001,-0.080,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.915,-0.080,-0.080,5.000
29.970,85.000,2.836,308.557,356.040,0.000,0.000,0.001,-0.080,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.915,-0.080,-0.080,5.000
29.970,86.000,2.870,308.546,356.204,0.000,0.000,0.001,-0.080,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.915,-0.080,-0.080,5.000
29.970,87.000,2.903,308.790,356.316,0.000,0.000,0.001,-0.256,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.771,-0.256,-0.256,5.000
29.970,88.000,2.936,309.064,356.425,0.000,0.000,0.001,-0.256,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.771,-0.256,-0.256,5.000
29.970,89.000,2.970,309.103,356.653,0.000,0.000,0.001,-0.256,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.771,-0.256,-0.256,5.000
29.970,90.000,3.003,309.051,357.057,0.000,0.000,0.001,-0.256,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.771,-0.256,-0.256,5.000
29.970,91.000,3.036,309.018,357.222,0.000,0.000,0.001,-0.256,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.771,-0.256,-0.256,5.000
29.970,92.000,3.070,309.039,357.443,0.000,0.000,0.001,-0.256,7.785,18.000,0.000,349.000,373.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.771,-0.256,-0.256,5.000
30.000,93.000,3.100,309.036,357.408,0.000,0.000,0.001,-0.015,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,12.185,-0.015,-0.015,5.000
30.000,94.000,3.133,308.871,357.471,0.000,0.000,0.001,-0.015,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,12.185,-0.015,-0.015,5.000
30.000,95.000,3.167,309.144,357.698,0.000,0.000,0.001,-0.015,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,12.185,-0.015,-0.015,5.000
30.000,96.000,3.200,309.185,357.871,0.000,0.000,0.001,-0.015,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,12.185,-0.015,-0.015,5.000
30.000,97.000,3.233,309.310,357.986,0.000,0.000,0.001,-0.015,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,12.185,-0.015,-0.015,5.000
30.000,98.000,3.267,309.488,358.101,0.000,0.000,0.001,-0.015,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,12.185,-0.015,-0.015,5.000
30.000,99.000,3.300,309.416,358.127,0.000,0.000,0.001,-0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.852,-0.010,-0.010,5.000
30.000,100.000,3.333,309.542,358.421,0.000,0.000,0.001,-0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.852,-0.010,-0.010,5.000
30.000,101.000,3.367,309.489,358.645,0.000,0.000,0.001,-0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.852,-0.010,-0.010,5.000
30.000,102.000,3.400,309.614,358.421,0.000,0.000,0.001,-0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.852,-0.010,-0.010,5.000
30.000,103.000,3.433,309.796,358.323,0.000,0.000,0.001,-0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.852,-0.010,-0.010,5.000
30.000,104.000,3.467,309.938,358.778,0.000,0.000,0.001,-0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.852,-0.010,-0.010,5.000
30.000,105.000,3.500,310.089,358.897,0.000,0.000,0.001,-0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.670,-0.002,-0.002,5.000
30.000,106.000,3.533,310.075,359.079,0.000,0.000,0.001,-0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.670,-0.002,-0.002,5.000
30.000,107.000,3.567,309.979,358.183,0.000,0.000,0.001,-0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.670,-0.002,-0.002,5.000
30.000,108.000,3.600,310.060,358.970,0.000,0.000,0.001,-0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.670,-0.002,-0.002,5.000
30.000,109.000,3.633,310.129,359.037,0.000,0.000,0.001,-0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.670,-0.002,-0.002,5.000
30.000,110.000,3.667,310.412,359.113,0.000,0.000,0.001,-0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.670,-0.002,-0.002,5.000
30.000,111.000,3.700,310.677,359.305,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.567,-0.009,-0.009,5.000
30.000,112.000,3.733,310.737,359.096,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.567,-0.009,-0.009,5.000
30.000,113.000,3.767,310.676,359.049,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.567,-0.009,-0.009,5.000
30.000,114.000,3.800,310.903,359.152,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.567,-0.009,-0.009,5.000
30.000,115.000,3.833,310.975,359.322,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.567,-0.009,-0.009,5.000
30.000,116.000,3.867,310.970,359.580,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.567,-0.009,-0.009,5.000
30.000,117.000,3.900,311.202,359.958,0.000,0.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.569,0.000,0.000,5.000
30.000,118.000,3.933,311.101,359.625,0.000,0.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.569,0.000,0.000,5.000
30.000,119.000,3.967,311.106,359.723,0.000,0.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.569,0.000,0.000,5.000
30.000,120.000,4.000,311.221,359.895,0.000,0.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.569,0.000,0.000,5.000
30.000,121.000,4.033,311.076,359.942,0.000,0.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.569,0.000,0.000,5.000
30.000,122.000,4.067,311.241,359.943,0.000,0.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.569,0.000,0.000,5.000
30.000,123.000,4.100,311.358,359.858,0.000,0.000,0.001,-0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.034,-0.009,-0.009,5.000
