framerate,frame,time (s),x (pixel),y (pixel,freq (Hz),theta (deg),u1 (Hz),u2 (rad),field (mT),volt multipler,correction factor,target x,target y,k,h,gamma,kP,KI,KD,kPa,KIa,KDa,v_ref (um/s),v_m (um/s),a_ref,a_m,static (V)
30.000,33.000,1.100,322.221,198.184,0.000,0.000,0.001,0.014,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.342,0.014,0.014,5.000
30.000,34.000,1.133,322.430,198.051,0.000,0.000,0.001,0.014,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.342,0.014,0.014,5.000
30.000,35.000,1.167,322.341,197.731,0.000,0.000,0.001,0.014,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.342,0.014,0.014,5.000
30.000,36.000,1.200,322.000,197.731,0.000,0.000,0.001,0.014,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.342,0.014,0.014,5.000
30.000,37.000,1.233,322.477,197.236,0.000,0.000,0.001,0.014,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.342,0.014,0.014,5.000
30.000,39.000,1.300,322.432,197.022,0.000,0.000,0.001,0.017,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,13.687,0.017,0.017,5.000
30.000,40.000,1.333,322.681,196.977,0.000,0.000,0.001,0.017,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,13.687,0.017,0.017,5.000
30.000,41.000,1.367,322.678,196.863,0.000,0.000,0.001,0.017,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,13.687,0.017,0.017,5.000
30.000,42.000,1.400,322.565,196.539,0.000,0.000,0.001,0.017,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,13.687,0.017,0.017,5.000
30.000,43.000,1.433,322.582,196.590,0.000,0.000,0.001,0.017,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,13.687,0.017,0.017,5.000
30.000,44.000,1.467,322.058,196.390,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.288,0.007,0.007,5.000
30.000,45.000,1.500,322.222,196.337,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.288,0.007,0.007,5.000
30.000,47.000,1.567,322.419,196.406,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.288,0.007,0.007,5.000
30.000,48.000,1.600,322.370,196.169,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.288,0.007,0.007,5.000
30.000,49.000,1.633,322.374,195.893,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.288,0.007,0.007,5.000
30.000,50.000,1.667,322.572,195.767,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.984,0.005,0.005,5.000
30.000,51.000,1.700,322.811,196.070,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.984,0.005,0.005,5.000
30.000,52.000,1.733,322.954,195.981,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.984,0.005,0.005,5.000
30.000,53.000,1.767,323.264,195.783,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.984,0.005,0.005,5.000
30.000,54.000,1.800,323.264,195.913,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.984,0.005,0.005,5.000
30.000,55.000,1.833,323.444,196.143,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.984,0.005,0.005,5.000
30.000,56.000,1.867,323.386,195.801,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.546,0.007,0.007,5.000
30.000,57.000,1.900,323.671,195.978,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.546,0.007,0.007,5.000
30.000,58.000,1.933,323.502,196.224,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.546,0.007,0.007,5.000
30.000,59.000,1.967,323.507,196.417,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.546,0.007,0.007,5.000
30.000,60.000,2.000,323.761,196.198,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.546,0.007,0.007,5.000
30.000,61.000,2.033,323.952,196.360,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.546,0.007,0.007,5.000
30.000,62.000,2.067,324.092,196.527,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.301,0.002,0.002,5.000
30.000,63.000,2.100,324.028,196.255,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.301,0.002,0.002,5.000
30.010,64.000,2.133,323.879,196.284,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.301,0.002,0.002,5.000
30.010,65.000,2.166,324.098,196.418,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.301,0.002,0.002,5.000
30.010,66.000,2.199,324.273,196.215,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.301,0.002,0.002,5.000
30.010,67.000,2.233,324.535,196.377,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.301,0.002,0.002,5.000
30.010,68.000,2.266,324.474,196.549,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.602,0.005,0.005,5.000
30.010,69.000,2.299,324.365,196.479,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.602,0.005,0.005,5.000
30.010,70.000,2.333,324.656,196.535,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.602,0.005,0.005,5.000
30.010,71.000,2.366,324.673,196.941,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.602,0.005,0.005,5.000
30.010,72.000,2.399,324.863,197.002,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.602,0.005,0.005,5.000
30.010,73.000,2.433,324.886,196.854,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.602,0.005,0.005,5.000
30.010,74.000,2.466,324.833,197.035,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.686,-0.001,-0.001,5.000
30.010,75.000,2.499,325.071,197.061,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.686,-0.001,-0.001,5.000
30.010,76.000,2.533,325.526,197.199,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.686,-0.001,-0.001,5.000
30.010,77.000,2.566,325.414,197.082,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.686,-0.001,-0.001,5.000
30.010,78.000,2.599,325.403,197.031,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.686,-0.001,-0.001,5.000
30.010,79.000,2.632,325.435,197.226,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.686,-0.001,-0.001,5.000
30.010,80.000,2.666,325.609,197.456,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.368,0.001,0.001,5.000
30.010,81.000,2.699,325.614,197.634,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.368,0.001,0.001,5.000
30.010,82.000,2.732,325.915,197.675,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.368,0.001,0.001,5.000
30.010,83.000,2.766,326.129,197.840,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.368,0.001,0.001,5.000
30.010,84.000,2.799,326.252,197.738,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.368,0.001,0.001,5.000
30.010,85.000,2.832,326.761,197.852,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.368,0.001,0.001,5.000
30.010,86.000,2.866,326.519,197.996,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.078,0.006,0.006,5.000
30.010,87.000,2.899,326.825,198.077,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.078,0.006,0.006,5.000
30.010,88.000,2.932,326.707,198.340,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.078,0.006,0.006,5.000
30.010,89.000,2.966,327.068,198.649,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.078,0.006,0.006,5.000
30.010,90.000,2.999,327.389,198.637,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.078,0.006,0.006,5.000
30.010,91.000,3.032,327.775,198.579,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.078,0.006,0.006,5.000
30.010,92.000,3.066,328.143,198.669,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.971,0.002,0.002,5.000
30.010,93.000,3.099,328.063,198.481,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.971,0.002,0.002,5.000
29.970,94.000,3.136,327.975,198.787,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.971,0.002,0.002,5.000
29.970,95.000,3.170,328.243,198.902,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.971,0.002,0.002,5.000
29.970,96.000,3.203,328.440,199.055,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.971,0.002,0.002,5.000
29.970,97.000,3.237,328.657,199.285,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.971,0.002,0.002,5.000
29.970,98.000,3.270,328.663,199.380,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.847,0.001,0.001,5.000
29.970,99.000,3.303,328.996,199.518,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.847,0.001,0.001,5.000
29.970,100.000,3.337,329.237,199.582,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.847,0.001,0.001,5.000
29.970,101.000,3.370,329.351,199.735,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.847,0.001,0.001,5.000
29.970,102.000,3.403,329.202,200.218,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.847,0.001,0.001,5.000
29.970,103.000,3.437,329.194,200.127,0.000,0.000,0.001,0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.847,0.001,0.001,5.000
29.970,104.000,3.470,329.143,200.236,0.000,0.000,0.001,-0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.595,-0.003,-0.003,5.000
29.970,105.000,3.504,329.198,199.961,0.000,0.000,0.001,-0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.595,-0.003,-0.003,5.000
29.970,106.000,3.537,329.393,199.725,0.000,0.000,0.001,-0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.595,-0.003,-0.003,5.000
29.970,107.000,3.570,329.536,199.909,0.000,0.000,0.001,-0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.595,-0.003,-0.003,5.000
29.970,108.000,3.604,329.691,200.100,0.000,0.000,0.001,-0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.595,-0.003,-0.003,5.000
29.970,109.000,3.637,329.795,200.297,0.000,0.000,0.001,-0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.595,-0.003,-0.003,5.000
29.970,110.000,3.670,330.128,200.383,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.993,0.004,0.004,5.000
29.970,111.000,3.704,330.176,200.588,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.993,0.004,0.004,5.000
29.970,112.000,3.737,330.240,200.594,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.993,0.004,0.004,5.000
29.970,113.000,3.770,330.628,200.777,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.993,0.004,0.004,5.000
29.970,114.000,3.804,330.848,201.038,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.993,0.004,0.004,5.000
29.970,115.000,3.837,331.177,200.949,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.993,0.004,0.004,5.000
29.970,116.000,3.871,331.328,200.682,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.669,0.006,0.006,5.000
29.970,117.000,3.904,331.219,200.947,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.669,0.006,0.006,5.000
29.970,118.000,3.937,331.180,201.210,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.669,0.006,0.006,5.000
29.970,119.000,3.971,331.514,201.006,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.669,0.006,0.006,5.000
29.970,120.000,4.004,331.725,201.225,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.669,0.006,0.006,5.000
29.970,121.000,4.037,331.687,201.533,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.669,0.006,0.006,5.000
29.970,122.000,4.071,332.056,201.540,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.445,-0.001,-0.001,5.000
29.970,123.000,4.104,332.012,201.751,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.445,-0.001,-0.001,5.000
30.000,124.000,4.133,332.311,201.507,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.445,-0.001,-0.001,5.000
30.000,125.000,4.167,332.377,201.672,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.445,-0.001,-0.001,5.000
30.000,126.000,4.200,332.711,202.075,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.445,-0.001,-0.001,5.000
30.000,127.000,4.233,332.743,202.006,0.000,0.000,0.001,-0.001,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.445,-0.001,-0.001,5.000
